dataset,fold,feature,selection_score
multimodal_full,2,total_symptom_count,59.86293848141789
multimodal_full,2,urinal_count,44.19067237266931
multimodal_full,2,distortion_perception_count,35.75747972623188
multimodal_full,2,gastrointestinal_count,34.27498266999608
multimodal_full,2,Q02,33.007215040286475
multimodal_full,2,Q08,32.352053905010635
multimodal_full,2,sleep_fatigue_count,30.806345865466024
multimodal_full,2,cardiovascular_count,26.28237277619993
multimodal_full,2,Q25,25.801466549649447
multimodal_full,2,Q09,21.146440241604708
multimodal_full,2,Q01,20.828004486998285
multimodal_full,2,apathy_attention_memory_count,20.58319600749655
multimodal_full,2,gender_Female,17.930649613577874
multimodal_full,2,gender_Male,17.93064961357786
multimodal_full,2,freq_gyro_y_dominant_frequency,17.46064358378199
multimodal_full,2,Q05,17.337326010009097
multimodal_full,2,Q03,14.622051408343916
multimodal_full,2,Q15,14.574168883959894
multimodal_full,2,Q21,14.004482166624904
multimodal_full,2,Q20,13.612912362717639
